date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:34	24437/24437	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Jul%202017%2001:37:33%20GMT	https://porndeals.com/robots.txt		(from )
21:37:34	294508/294508	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:19:29%20GMT	https://porndeals.com/	H:/PornDeals/PornDeals/porndeals.com/index.html	(from )
21:37:35	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Thu,%2016%20Jul%202015%2011:42:54%20GMT	https://porndeals.com/static/images/icons/favicon.ico	H:/PornDeals/PornDeals/porndeals.com/static/images/icons/favicon.ico	(from https://porndeals.com/)
21:37:35	24744/24744	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2018%20Jul%202017%2001:37:34%20GMT	https://porndeals.com/%e2%80%9dhttps://plus.google.com/+Porndeals%e2%80%9d	H:/PornDeals/PornDeals/porndeals.com/%e2%80%9dhttps_/plus.google.com/+Porndeals%e2%80%9d	(from https://porndeals.com/)
21:37:35	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Jul%202015%2011:44:33%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.eot?8721942d50ef	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular4985.eot	(from https://porndeals.com/)
21:37:35	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Jul%202015%2011:44:33%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.eot?&8721942d50ef	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular070b.eot	(from https://porndeals.com/)
21:37:35	18028/18028	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Nov%202016%2020:55:30%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.woff2?720a8cd4cd94	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regulardbd9.html	(from https://porndeals.com/)
21:37:36	23320/23320	---MCZ	200	added ('OK')	application/font-woff	date:Thu,%2016%20Jul%202015%2011:44:34%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.woff?679efb3c9ab2	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular9cb4.woff	(from https://porndeals.com/)
21:37:36	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2016%20Jul%202015%2011:44:34%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.ttf?679efb3c9ab2	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular9cb4.ttf	(from https://porndeals.com/)
21:37:36	62927/62927	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Jul%202015%2011:44:34%20GMT	https://porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular.svg?679efb3c9ab2	H:/PornDeals/PornDeals/porndeals.com/static/vendors/bootstrap/fonts/glyphicons-halflings-regular9cb4.svg	(from https://porndeals.com/)
21:37:36	18818/18818	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202015%2011:42:45%20GMT	https://porndeals.com/static/images/star-rating.png?1e2dc901f4e4	H:/PornDeals/PornDeals/porndeals.com/static/images/star-rating6db6.png	(from https://porndeals.com/)
21:37:37	3208/3208	---M--	200	added ('OK')	image/gif	date:Thu,%2016%20Jul%202015%2011:42:20%20GMT	https://porndeals.com/static/images/loader.gif?ab5e8664aff8	H:/PornDeals/PornDeals/porndeals.com/static/images/loader2c54.gif	(from https://porndeals.com/)
21:37:37	3027/3027	---M--	200	added ('OK')	image/png	etag:%22830de-4b73-51afc915ce7ae%22	https://porndeals.com/static/images/playboy-tv-logo.png?34e99545e700	H:/PornDeals/PornDeals/porndeals.com/static/images/playboy-tv-logo493c.png	(from https://porndeals.com/)
21:37:37	99493/99493	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jul%202015%2011:42:18%20GMT	https://porndeals.com/static/images/hero-bg.jpg?1db2b0d22ef4	H:/PornDeals/PornDeals/porndeals.com/static/images/hero-bgccef.jpg	(from https://porndeals.com/)
21:37:37	15728/15728	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202015%2011:42:07%20GMT	https://porndeals.com/static/images/cross.png?802ae51fef4e	H:/PornDeals/PornDeals/porndeals.com/static/images/cross5ee5.png	(from https://porndeals.com/)
21:37:38	2661/2661	---M--	200	added ('OK')	image/jpeg	etag:%22846e9-44a3-51c79f1f09a38%22	https://porndeals.com/static/images/icons/social-buttons.jpg?6f3df7911d34	H:/PornDeals/PornDeals/porndeals.com/static/images/icons/social-buttons1f50.jpg	(from https://porndeals.com/)
21:37:40	4325/4325	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202015%2011:42:43%20GMT	https://porndeals.com/static/images/slogan.png	H:/PornDeals/PornDeals/porndeals.com/static/images/slogan.png	(from https://porndeals.com/)
21:37:44	30071/30071	---MC-	200	added ('OK')	text/javascript	date:Tue,%2006%20Jun%202017%2000:25:39%20GMT	http://www.google-analytics.com/analytics.js	H:/PornDeals/PornDeals/www.google-analytics.com/analytics.js	(from https://porndeals.com/)
21:37:44	15443/15443	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Oct%202016%2017:43:47%20GMT	https://porndeals.com/static/images/favicon-webcamdeals.png	H:/PornDeals/PornDeals/porndeals.com/static/images/favicon-webcamdeals.png	(from https://porndeals.com/)
21:37:44	209657/209657	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jul%202015%2011:42:06%20GMT	https://porndeals.com/static/images/american-flag.jpg?5408da9f7b90	H:/PornDeals/PornDeals/porndeals.com/static/images/american-flag7a0b.jpg	(from https://porndeals.com/)
21:37:44	28944/28944	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202015%2011:42:23%20GMT	https://porndeals.com/static/images/logo.png	H:/PornDeals/PornDeals/porndeals.com/static/images/logo.png	(from https://porndeals.com/)
21:37:44	215907/215907	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:26:15%20GMT	https://porndeals.com/genres/lifetime-discounts/	H:/PornDeals/PornDeals/porndeals.com/genres/lifetime-discounts/index.html	(from https://porndeals.com/)
21:37:44	15450/15450	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Oct%202016%2017:43:46%20GMT	https://porndeals.com/static/images/favicon-gaydeals.png	H:/PornDeals/PornDeals/porndeals.com/static/images/favicon-gaydeals.png	(from https://porndeals.com/)
21:37:44	299310/299310	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:43%20GMT	https://porndeals.com/evil-angel/	H:/PornDeals/PornDeals/porndeals.com/evil-angel/index.html	(from https://porndeals.com/)
21:37:44	196344/196344	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202017%2007:50:36%20GMT	https://porndeals.com/media/deals/featured/evil-angel-discount_2WeU3Mp.jpg.1140x380_q100_crop-smart_s7Wdtoq.jpg.1140x380_q100_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/featured/evil-angel-discount_2WeU3Mp.jpg.1140x380_q100_crop-smart_s7Wdtoq.jpg.1140x380_q100_crop-smart.jpg	(from https://porndeals.com/)
21:37:44	226784/226784	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Nov%202016%2017:12:56%20GMT	https://porndeals.com/media/deals/featured/bangbros-featured-discount_4QKBV80.jpg.1140x380_q100_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/featured/bangbros-featured-discount_4QKBV80.jpg.1140x380_q100_crop-smart.jpg	(from https://porndeals.com/)
21:37:45	221538/221538	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jul%202017%2011:21:02%20GMT	https://porndeals.com/media/deals/featured/reality-kings-weekend-discount_B15eLog.jpg.1140x380_q100_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/featured/reality-kings-weekend-discount_B15eLog.jpg.1140x380_q100_crop-smart.jpg	(from https://porndeals.com/)
21:37:45	16665/16665	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Mar%202016%2021:51:34%20GMT	https://porndeals.com/media/deals/covers/bangbros_lcFrcXA.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/bangbros_lcFrcXA.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:45	15070/15070	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Mar%202016%2021:06:56%20GMT	https://porndeals.com/media/deals/covers/brazzers_TZaLSD8.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/brazzers_TZaLSD8.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:45	18960/18960	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20May%202015%2021:21:21%20GMT	https://porndeals.com/media/deals/covers/evil-angel.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/evil-angel.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:45	177798/177798	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:44%20GMT	https://porndeals.com/genres/	H:/PornDeals/PornDeals/porndeals.com/genres/index.html	(from https://porndeals.com/)
21:37:45	162785/162785	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:29:35%20GMT	https://porndeals.com/genres/vr-porn/	H:/PornDeals/PornDeals/porndeals.com/genres/vr-porn/index.html	(from https://porndeals.com/)
21:37:45	11371/11371	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Mar%202016%2021:16:26%20GMT	https://porndeals.com/media/deals/covers/RK.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/RK.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:46	14786/14786	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:46%20GMT	https://porndeals.com/media/deals/covers/teamskeet2.png.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/teamskeet2.png.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:46	15366/15366	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20May%202015%2016:40:11%20GMT	https://porndeals.com/media/deals/covers/iktg_piper_perri_kd032815_0h36m00.320s.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/iktg_piper_perri_kd032815_0h36m00.320s.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:46	155314/155314	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:45%20GMT	https://porndeals.com/how-it-works/	H:/PornDeals/PornDeals/porndeals.com/how-it-works/index.html	(from https://porndeals.com/)
21:37:46	18365/18365	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Oct%202016%2004:53:04%20GMT	https://porndeals.com/media/deals/covers/naughty-america-mia.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/naughty-america-mia.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:46	18860/18860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2004:36:21%20GMT	https://porndeals.com/media/deals/covers/puba-discount_bCdX1eg.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/puba-discount_bCdX1eg.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:46	11132/11132	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20Jun%202017%2018:14:19%20GMT	https://porndeals.com/media/deals/covers/4.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/4.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:47	15577/15577	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20Jun%202017%2018:14:19%20GMT	https://porndeals.com/media/deals/covers/3.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/3.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:47	15162/15162	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jun%202017%2019:40:02%20GMT	https://porndeals.com/media/deals/covers/devilfilms.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/devilfilms.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:47	302037/302037	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:20:40%20GMT	https://porndeals.com/bangbros-network/	H:/PornDeals/PornDeals/porndeals.com/bangbros-network/index.html	(from https://porndeals.com/)
21:37:47	17024/17024	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jun%202017%2019:57:27%20GMT	https://porndeals.com/media/deals/covers/05.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/05.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:47	22775/22775	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Mar%202016%2014:10:02%20GMT	https://porndeals.com/media/deals/covers/dp2.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/dp2.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:48	13869/13869	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202017%2002:40:31%20GMT	https://porndeals.com/media/deals/covers/1.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/1.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:48	19198/19198	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Feb%202017%2004:05:00%20GMT	https://porndeals.com/media/deals/covers/fetish-network.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/fetish-network.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:48	299027/299027	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:22:40%20GMT	https://porndeals.com/reality-kings/	H:/PornDeals/PornDeals/porndeals.com/reality-kings/index.html	(from https://porndeals.com/)
21:37:48	21502/21502	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Apr%202017%2001:19:39%20GMT	https://porndeals.com/media/deals/covers/hentai-pros.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/hentai-pros.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:48	21177/21177	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Apr%202017%2001:27:23%20GMT	https://porndeals.com/media/deals/covers/adult-com-brazzers.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/adult-com-brazzers.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:48	15339/15339	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:55%20GMT	https://porndeals.com/media/deals/covers/twistys.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/twistys.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:49	12986/12986	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Dec%202016%2000:52:45%20GMT	https://porndeals.com/media/deals/covers/myxxxpass.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/myxxxpass.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:49	18721/18721	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:55%20GMT	https://porndeals.com/media/deals/covers/wicked.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/wicked.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:49	15646/15646	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2010:05:21%20GMT	https://porndeals.com/media/deals/covers/taxi_fJfrO2f.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/taxi_fJfrO2f.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:49	19312/19312	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2010:12:58%20GMT	https://porndeals.com/media/deals/covers/sexyhub1.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/sexyhub1.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:49	308799/308799	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:48%20GMT	https://porndeals.com/brazzers-network/	H:/PornDeals/PornDeals/porndeals.com/brazzers-network/index.html	(from https://porndeals.com/)
21:37:49	13590/13590	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202016%2002:20:42%20GMT	https://porndeals.com/media/deals/covers/HandsOnHardcore.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/HandsOnHardcore.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:50	15015/15015	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202016%2002:33:51%20GMT	https://porndeals.com/media/deals/covers/thumbnail_PornDeals.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/thumbnail_PornDeals.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:50	18435/18435	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Oct%202016%2005:01:58%20GMT	https://porndeals.com/media/deals/covers/naughty-america-vr.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/naughty-america-vr.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:50	11845/11845	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2000:04:15%20GMT	https://porndeals.com/media/deals/covers/dark-x-casey-calvert.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/dark-x-casey-calvert.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:50	17646/17646	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2000:10:13%20GMT	https://porndeals.com/media/deals/covers/adam-and-eve-tv.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/adam-and-eve-tv.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:50	300590/300590	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:49%20GMT	https://porndeals.com/team-skeet/	H:/PornDeals/PornDeals/porndeals.com/team-skeet/index.html	(from https://porndeals.com/)
21:37:50	14496/14496	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2022:05:06%20GMT	https://porndeals.com/media/deals/covers/girls-way.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/girls-way.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:51	19936/19936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202016%2005:16:31%20GMT	https://porndeals.com/media/deals/covers/wankzvr.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/wankzvr.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:51	12121/12121	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202016%2005:16:17%20GMT	https://porndeals.com/media/deals/covers/wankz.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/wankz.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:51	301043/301043	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:26:20%20GMT	https://porndeals.com/mofos-network/	H:/PornDeals/PornDeals/porndeals.com/mofos-network/index.html	(from https://porndeals.com/)
21:37:51	16144/16144	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Sep%202016%2018:07:04%20GMT	https://porndeals.com/media/deals/covers/LUBED_08.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/LUBED_08.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:51	21758/21758	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Sep%202016%2003:29:43%20GMT	https://porndeals.com/media/deals/covers/unnamed_a9RomhW.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/unnamed_a9RomhW.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:52	15898/15898	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Sep%202016%2022:38:15%20GMT	https://porndeals.com/media/deals/covers/badoink_vr_august_ames_valentina_nappi_jaclyn_taylor.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/badoink_vr_august_ames_valentina_nappi_jaclyn_taylor.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:52	18475/18475	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Sep%202016%2004:02:39%20GMT	https://porndeals.com/media/deals/covers/real_teens_vr.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/real_teens_vr.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:52	22905/22905	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:47%20GMT	https://porndeals.com/media/deals/covers/1671.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/1671.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:52	309566/309566	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:51%20GMT	https://porndeals.com/naughty-america-network/	H:/PornDeals/PornDeals/porndeals.com/naughty-america-network/index.html	(from https://porndeals.com/)
21:37:52	10452/10452	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:52%20GMT	https://porndeals.com/media/deals/covers/sample_970x545_2.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/sample_970x545_2.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:52	295678/295678	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:23:30%20GMT	https://porndeals.com/puba/	H:/PornDeals/PornDeals/porndeals.com/puba/index.html	(from https://porndeals.com/)
21:37:53	14453/14453	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:52%20GMT	https://porndeals.com/media/deals/covers/wnp.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/wnp.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:53	284115/284115	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:25:26%20GMT	https://porndeals.com/analized/	H:/PornDeals/PornDeals/porndeals.com/analized/index.html	(from https://porndeals.com/)
21:37:53	15444/15444	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:55%20GMT	https://porndeals.com/media/deals/covers/450x260.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/450x260.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:53	15073/15073	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Mar%202016%2021:16:28%20GMT	https://porndeals.com/media/deals/covers/metart2.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/metart2.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:53	13529/13529	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Mar%202015%2015:55:49%20GMT	https://porndeals.com/media/deals/covers/videosz1.png.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/videosz1.png.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:53	18325/18325	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jul%202015%2018:18:55%20GMT	https://porndeals.com/media/deals/covers/Teens_love_black_cocks_-_cover.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/Teens_love_black_cocks_-_cover.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:54	18200/18200	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jul%202015%2010:55:24%20GMT	https://porndeals.com/media/deals/covers/Videobox_-_cover.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/Videobox_-_cover.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:54	23656/23656	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jul%202015%2018:46:45%20GMT	https://porndeals.com/media/deals/covers/BFFs_-_cover.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/BFFs_-_cover.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:54	14878/14878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202016%2020:33:14%20GMT	https://porndeals.com/media/deals/covers/14214_adrianachechik_148.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/14214_adrianachechik_148.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
21:37:54	283575/283575	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jul%202017%2001:37:53%20GMT	https://porndeals.com/bad-daddy-pov/	H:/PornDeals/PornDeals/porndeals.com/bad-daddy-pov/index.html	(from https://porndeals.com/)
21:37:54	16748/16748	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Dec%202015%2021:10:06%20GMT	https://porndeals.com/media/deals/covers/platinumpornstar.jpg.330x210_q85_crop-smart.jpg	H:/PornDeals/PornDeals/porndeals.com/media/deals/covers/platinumpornstar.jpg.330x210_q85_crop-smart.jpg	(from https://porndeals.com/)
